case,pick_step,env_step,tcp_object_m,grip_command,finger_qpos_sum_m,left_force_norm,right_force_norm,object_displacement_m,base_x,base_y,base_yaw,grasp30,native_grasp,native_fail,cumulative_force_within_limit,robot_cumulative_force,robot_force,subtask_steps_left
template-observe,32,362,0.2912868857290546,0.6889117385904558,0.03186145145446062,0.0,0.0,5.960464477539063e-08,-0.5591498017311096,-2.043757200241089,-2.236492395401001,False,False,False,True,0.0,0.0,168
template-observe,33,363,0.26308757944921063,0.2203941494884326,0.040712885558605194,0.0,0.0,3.5762786865234375e-07,-0.5606757998466492,-2.057706594467163,-2.3463711738586426,False,False,False,True,0.0,0.0,167
template-observe,34,364,0.2677859140394782,-0.9953414574091197,0.017315121367573738,0.0,0.0,5.960464477539063e-08,-0.5526748299598694,-2.061551094055176,-2.3727798461914062,False,False,False,True,0.0,0.0,166
template-observe,35,365,0.2934905002938377,-1.0,0.0026265677297487855,0.0,0.0,3.4240261593687705e-07,-0.5461570024490356,-2.0596156120300293,-2.500617742538452,False,False,False,True,0.0,0.0,165
template-observe,36,366,0.344253573202768,-1.0,5.270917881716741e-06,0.0,0.0,3.5762786865234375e-07,-0.5374378561973572,-2.0559563636779785,-2.641429901123047,False,False,False,True,0.0,0.0,164
template-observe,37,367,0.39200896024761983,-1.0,9.617793921279372e-07,0.0,0.0,5.960464477539063e-08,-0.5280455350875854,-2.053053855895996,-2.7076029777526855,False,False,False,True,0.0,0.0,163
template-observe,38,368,0.4482043758500524,-1.0,2.9938639727333793e-06,0.0,0.0,5.960464477539063e-08,-0.5255834460258484,-2.053459405899048,-2.7923216819763184,False,False,False,True,0.0,0.0,162
template-observe,39,369,0.5249198250136288,-0.7002074744523767,2.1214859316387447e-05,0.0,0.0,5.960464477539063e-08,-0.5241212248802185,-2.0540568828582764,-2.8680670261383057,False,False,False,True,0.0,0.0,161
template-observe,40,370,0.6032791902042524,-0.9115800605720046,1.85671262897813e-06,0.0,0.0,0.0,-0.5242303013801575,-2.05484938621521,-2.89542818069458,False,False,False,True,0.0,0.0,160
template-observe,41,371,0.6293592006197292,0.2248052289161827,0.02081634011119604,0.0,0.0,5.960464477539063e-08,-0.5262901782989502,-2.055453062057495,-2.837123155593872,False,False,False,True,0.0,0.0,159
template-observe,42,372,0.5968070497049943,0.9943702295149962,0.051694439724087715,0.0,0.0,5.960464477539063e-08,-0.5292503833770752,-2.0542523860931396,-2.7748303413391113,False,False,False,True,0.0,0.0,158
template-observe,43,373,0.5087220706997649,-0.8533952992428611,0.027546068653464317,0.0,0.0,3.5762786865234375e-07,-0.5296699404716492,-2.0497946739196777,-2.7255280017852783,False,False,False,True,0.0,0.0,157
template-observe,44,374,0.44293692709738613,-0.9384449583652583,0.010426564607769251,0.0,0.0,5.960464477539063e-08,-0.5260688066482544,-2.0439469814300537,-2.763068199157715,False,False,False,True,0.0,0.0,156
template-observe,45,375,0.4138983469184674,-0.9218248130311526,0.0002874808633350767,0.0,0.0,1.1920928955078125e-07,-0.5230939388275146,-2.0419154167175293,-2.757439613342285,False,False,False,True,0.0,0.0,155
template-observe,46,376,0.3800862658711185,-0.9620015168946583,0.0,0.0,0.0,3.5762786865234375e-07,-0.5209590792655945,-2.04012131690979,-2.722946882247925,False,False,False,True,0.0,0.0,154
template-observe,47,377,0.34663482740621077,-0.9480948404371076,1.3415129842542228e-06,0.0,0.0,5.960464477539063e-08,-0.5197230577468872,-2.038245439529419,-2.7073209285736084,False,False,False,True,0.0,0.0,153
template-observe,48,378,0.3339876511984664,-0.9128940370309615,3.39617417921545e-06,0.0,0.0,1.1920928955078125e-07,-0.5201479196548462,-2.0377633571624756,-2.7033259868621826,False,False,False,True,0.0,0.0,152
template-observe,49,379,0.3410413315204416,-0.9527507686825508,0.0,0.0,0.0,0.0,-0.5209779739379883,-2.038433074951172,-2.6908950805664062,False,False,False,True,0.0,0.0,151
template-observe,50,380,0.35978270911125604,-0.9663244673761419,0.0,0.0,0.0,0.0,-0.5205262899398804,-2.038839817047119,-2.685786485671997,False,False,False,True,0.0,0.0,150
template-observe,51,381,0.37849096216527284,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.5209595561027527,-2.0399091243743896,-2.6648824214935303,False,False,False,True,0.0,0.0,149
template-observe,52,382,0.3914708678663013,-0.965445434584608,0.0,0.0,0.0,3.5762786865234375e-07,-0.5239719152450562,-2.04205322265625,-2.6546249389648438,False,False,False,True,0.0,0.0,148
template-observe,53,383,0.40154195373759544,-0.8861433386741434,0.0,0.0,0.0,0.0,-0.5292650461196899,-2.0455965995788574,-2.6481196880340576,False,False,False,True,0.0,0.0,147
template-observe,54,384,0.40291574492689897,-0.9629287711850927,0.0,0.0,0.0,3.4240261593687705e-07,-0.536202609539032,-2.0497848987579346,-2.6417438983917236,False,False,False,True,0.0,0.0,146
template-observe,55,385,0.4052115744902993,-0.9749131201556853,0.0,0.0,0.0,1.1920928955078125e-07,-0.5442419648170471,-2.0547256469726562,-2.6328680515289307,False,False,False,True,0.0,0.0,145
template-observe,56,386,0.4065986410813623,-0.8925442675645288,0.0,0.0,0.0,3.5762786865234375e-07,-0.5523130893707275,-2.0595204830169678,-2.6254172325134277,False,False,False,True,0.0,0.0,144
template-observe,57,387,0.4117352477912518,-0.9455041225928523,0.0,0.0,0.0,5.960464477539063e-08,-0.5605985522270203,-2.0645766258239746,-2.62126088142395,False,False,False,True,0.0,0.0,143
template-observe,58,388,0.41596057143336773,-0.9498350308093761,0.0,0.0,0.0,3.5762786865234375e-07,-0.5662516951560974,-2.0685741901397705,-2.610825538635254,False,False,False,True,203.3284912109375,203.3284912109375,142
template-observe,59,389,0.42485873251301204,-0.9319388567229606,0.0,0.0,0.0,0.0,-0.5661259889602661,-2.070887804031372,-2.6041908264160156,False,False,False,True,344.4835205078125,141.15501403808594,141
template-observe,60,390,0.43067302285043474,-0.9821229468743022,0.0,0.0,0.0,0.0,-0.5654563903808594,-2.072442054748535,-2.5984630584716797,False,False,False,True,344.4835205078125,0.0,140
template-observe,61,391,0.43809467365731825,-0.9491941362082253,0.0,0.0,0.0,0.0,-0.5658376812934875,-2.0739424228668213,-2.591850996017456,False,False,False,True,344.4835205078125,0.0,139
template-observe,62,392,0.43653211887259896,-0.8695095939271704,0.0,0.0,0.0,5.960464477539063e-08,-0.5658665895462036,-2.0756983757019043,-2.587671995162964,False,False,False,True,581.442626953125,236.95913696289062,138
template-observe,63,393,0.4467042629509792,-0.8804723835084936,0.0,0.0,0.0,5.960464477539063e-08,-0.5657742619514465,-2.0777695178985596,-2.580430030822754,False,False,False,True,651.2704467773438,69.82780456542969,137
template-observe,64,394,0.4607820833958054,-0.8464574607815896,0.0,0.0,0.0,0.0,-0.5657046437263489,-2.0798757076263428,-2.573984146118164,False,False,False,True,760.0916748046875,108.82125091552734,136
template-observe,65,395,0.46887627599946397,-0.9456369098730759,0.0,0.0,0.0,0.0,-0.5656407475471497,-2.081780195236206,-2.565643787384033,False,False,False,True,902.129638671875,142.03799438476562,135
template-observe,66,396,0.47512901159663734,-0.971918992653756,0.0,0.0,0.0,0.0,-0.5656131505966187,-2.0839524269104004,-2.561675548553467,False,False,False,True,1056.6810302734375,154.5514373779297,134
template-observe,67,397,0.4856701565281915,-0.9290500801311908,0.0,0.0,0.0,5.960464477539063e-08,-0.5655905604362488,-2.08595609664917,-2.5572690963745117,False,False,False,True,1103.64013671875,46.959144592285156,133
template-observe,68,398,0.49447926321585484,-0.9761352857312675,0.0,0.0,0.0,5.960464477539063e-08,-0.5655538439750671,-2.0877676010131836,-2.5465731620788574,False,False,False,True,1193.197509765625,89.557373046875,132
template-observe,69,399,0.5016781987575923,-0.9428194559662563,0.0,0.0,0.0,5.960464477539063e-08,-0.5655539035797119,-2.0894217491149902,-2.5421142578125,False,False,False,True,1306.5032958984375,113.30574035644531,131
template-observe,70,400,0.5015781296179087,-0.9456003874324062,0.0,0.0,0.0,3.5762786865234375e-07,-0.5655557513237,-2.0912935733795166,-2.5379490852355957,False,False,False,True,1484.5174560546875,178.01416015625,130
