case,pick_step,env_step,tcp_object_m,grip_command,finger_qpos_sum_m,left_force_norm,right_force_norm,object_displacement_m,base_x,base_y,base_yaw,grasp30,native_grasp,native_fail,cumulative_force_within_limit,robot_cumulative_force,robot_force,subtask_steps_left
template-observe,71,401,0.5037836456138889,-0.8943368364614651,0.0,0.0,0.0,3.5762786865234375e-07,-0.5655602812767029,-2.0937304496765137,-2.5324578285217285,False,False,False,True,1631.9560546875,147.4386444091797,129
template-observe,72,402,0.4991424592958603,-0.9793673138792504,0.0,0.0,0.0,5.960464477539063e-08,-0.5655719637870789,-2.0967273712158203,-2.53029465675354,False,False,False,True,1901.1519775390625,269.1958923339844,128
template-observe,73,403,0.4949128290633287,-0.9541531710181862,0.0,0.0,0.0,5.960464477539063e-08,-0.5655853152275085,-2.100224733352661,-2.5262961387634277,False,False,False,True,2097.80224609375,196.65032958984375,127
template-observe,74,404,0.4953062721107111,-0.9110357277408196,0.0,0.0,0.0,3.5762786865234375e-07,-0.5656105279922485,-2.1036243438720703,-2.5209152698516846,False,False,False,True,2227.90576171875,130.1034698486328,126
template-observe,75,405,0.4912813602944386,-0.8933728221860313,0.0,0.0,0.0,5.960464477539063e-08,-0.565636157989502,-2.106686592102051,-2.5169003009796143,False,False,False,True,2370.8515625,142.9457244873047,125
template-observe,76,406,0.48690117675563827,-0.9640777731071707,0.0,0.0,0.0,3.816559456248789e-07,-0.5656632781028748,-2.1096386909484863,-2.5133910179138184,False,False,False,True,2490.996337890625,120.14472198486328,124
template-observe,77,407,0.48404517208730474,-0.8916368482256125,0.0,0.0,0.0,3.4240261593687705e-07,-0.5656946897506714,-2.1127097606658936,-2.509331464767456,False,False,False,True,2659.656005859375,168.6595916748047,123
template-observe,78,408,0.4797208579877863,-0.8974218840555331,0.0,0.0,0.0,0.0,-0.565728485584259,-2.1159770488739014,-2.50608229637146,False,False,False,True,2825.835693359375,166.1796417236328,122
template-observe,79,409,0.47950009163671625,-0.8378553273613436,0.0,0.0,0.0,3.5762786865234375e-07,-0.5657605528831482,-2.1192660331726074,-2.503023624420166,False,False,False,True,2981.602294921875,155.76670837402344,121
template-observe,80,410,0.4793042048781021,-0.9133780929885208,0.0,0.0,0.0,5.960464477539063e-08,-0.5658068060874939,-2.122509717941284,-2.4986374378204346,False,False,False,True,3102.307861328125,120.70545959472656,120
template-observe,81,411,0.4783639086852974,-0.994673601526564,0.0,0.0,0.0,3.5762786865234375e-07,-0.56587153673172,-2.125641107559204,-2.4938485622406006,False,False,False,True,3228.861328125,126.5534439086914,119
template-observe,82,412,0.4758201042995233,-0.9902276030823687,0.0,0.0,0.0,0.0,-0.5659497380256653,-2.1284823417663574,-2.4884023666381836,False,False,False,True,3314.279541015625,85.41829681396484,118
template-observe,83,413,0.475975114902178,-0.9531893349009996,0.0,0.0,0.0,3.5762786865234375e-07,-0.5660614967346191,-2.131260395050049,-2.4813129901885986,False,False,False,True,3422.994873046875,108.71536254882812,117
template-observe,84,414,0.4745230908538015,-0.9433397374340734,0.0,0.0,0.0,5.960464477539063e-08,-0.5661121606826782,-2.1338112354278564,-2.478560209274292,False,False,False,True,3512.726806640625,89.73198699951172,116
template-observe,85,415,0.4735650598764014,-0.9162871796204679,0.0,0.0,0.0,3.5762786865234375e-07,-0.5661795139312744,-2.1369431018829346,-2.4747724533081055,False,False,False,True,3719.191162109375,206.4642791748047,115
template-observe,86,416,0.47260380344691205,-0.952982968264695,0.0,0.0,0.0,3.4240261593687705e-07,-0.5662218332290649,-2.14028263092041,-2.4727141857147217,False,False,False,True,3846.9482421875,127.75703430175781,114
template-observe,87,417,0.472563889830456,-0.8913533390682835,0.0,0.0,0.0,0.0,-0.5662881731987,-2.143406629562378,-2.4693849086761475,False,False,False,True,3951.77099609375,104.82276916503906,113
template-observe,88,418,0.47241862113094835,-0.9631216571806948,0.0,0.0,0.0,5.960464477539063e-08,-0.5663352012634277,-2.1466152667999268,-2.467085838317871,False,False,False,True,4119.78466796875,168.0135040283203,112
template-observe,89,419,0.47316049478619754,-0.8955692758293008,0.0,0.0,0.0,3.4240261593687705e-07,-0.5664193630218506,-2.1503541469573975,-2.463226556777954,False,False,False,True,4302.53759765625,182.7528076171875,111
template-observe,90,420,0.47302985131785436,-0.8454898239551301,0.0,0.0,0.0,5.960464477539063e-08,-0.5664641857147217,-2.1543514728546143,-2.46127986907959,False,False,False,True,4466.89306640625,164.35560607910156,110
template-observe,91,421,0.47265893975916107,-0.8661894368329212,0.0,0.0,0.0,5.960464477539063e-08,-0.5665127038955688,-2.1584208011627197,-2.459113121032715,False,False,False,True,4629.09423828125,162.20118713378906,109
template-observe,92,422,0.4729213511818948,-0.9239849817780819,0.0,0.0,0.0,5.960464477539063e-08,-0.5666062235832214,-2.1620821952819824,-2.455087423324585,False,False,False,True,4710.96875,81.87461853027344,108
template-observe,93,423,0.4746033007647852,-0.9009517927927833,0.0,0.0,0.0,3.4240261593687705e-07,-0.566673994064331,-2.1652674674987793,-2.4524662494659424,False,False,False,True,4808.67578125,97.70723724365234,107
template-observe,94,424,0.4750162775745885,-0.9439186923512916,0.0,0.0,0.0,5.960464477539063e-08,-0.5667704343795776,-2.1685872077941895,-2.4486966133117676,False,False,False,True,4957.392578125,148.71661376953125,106
template-observe,95,425,0.47636847318096565,-0.85026743428339,0.0,0.0,0.0,0.0,-0.5669076442718506,-2.1723177433013916,-2.4437012672424316,False,False,True,False,5125.876953125,168.4845428466797,105
gpt-observe,1,331,1.4900200997613262,0.9750628639527518,0.05707751028239727,0.0,0.0,3.5762786865234375e-07,-0.07432644814252853,-0.9852484464645386,-1.9290318489074707,False,False,False,True,0.0,0.0,199
gpt-observe,2,332,1.4309707805481806,0.9844307809054144,0.07401847466826439,0.0,0.0,5.960464477539063e-08,-0.07891344279050827,-1.0005478858947754,-1.968572974205017,False,False,False,True,0.0,0.0,198
gpt-observe,3,333,1.3806487811939332,0.9841365822532552,0.08391629531979561,0.0,0.0,0.0,-0.08959627151489258,-1.0238598585128784,-1.9487885236740112,False,False,False,True,0.0,0.0,197
gpt-observe,4,334,1.332086711597708,0.993282276485615,0.09014224633574486,0.0,0.0,0.0,-0.10392960906028748,-1.0538156032562256,-1.9320670366287231,False,False,False,True,0.0,0.0,196
gpt-observe,5,335,1.2780693073374187,0.9842039260706853,0.09369512647390366,0.0,0.0,5.960464477539063e-08,-0.11947356909513474,-1.089325189590454,-1.9290133714675903,False,False,False,True,0.0,0.0,195
gpt-observe,6,336,1.2163247520136093,0.9807867321178109,0.09576808661222458,0.0,0.0,5.960464477539063e-08,-0.1353767216205597,-1.1287357807159424,-1.9565515518188477,False,False,False,True,0.0,0.0,194
gpt-observe,7,337,1.1505282939561838,0.9592642656824267,0.09655210003256798,0.0,0.0,0.0,-0.15151521563529968,-1.1707452535629272,-1.9831393957138062,False,False,False,True,0.0,0.0,193
gpt-observe,8,338,1.08446035364989,0.9905713018245202,0.09769634529948235,0.0,0.0,3.5762786865234375e-07,-0.1687861829996109,-1.2139488458633423,-1.9956326484680176,False,False,False,True,0.0,0.0,192
gpt-observe,9,339,1.0215325645691307,1.0,0.09861136227846146,0.0,0.0,0.0,-0.18708598613739014,-1.2579072713851929,-1.9880496263504028,False,False,False,True,0.0,0.0,191
gpt-observe,10,340,0.9672838864720873,1.0,0.09916073828935623,0.0,0.0,0.0,-0.20597228407859802,-1.3020625114440918,-1.951008915901184,False,False,False,True,0.0,0.0,190
gpt-observe,11,341,0.9106341478034621,1.0,0.0995374470949173,0.0,0.0,0.0,-0.22514495253562927,-1.3464605808258057,-1.9455595016479492,False,False,False,True,0.0,0.0,189
gpt-observe,12,342,0.8496781045068363,1.0,0.09968011826276779,0.0,0.0,5.960464477539063e-08,-0.24258844554424286,-1.3921456336975098,-1.9333486557006836,False,False,False,True,0.0,0.0,188
gpt-observe,13,343,0.7836958751541092,0.9830973258114336,0.0994245819747448,0.0,0.0,5.960464477539063e-08,-0.2596642076969147,-1.4382554292678833,-1.9182569980621338,False,False,False,True,0.0,0.0,187
gpt-observe,14,344,0.7204647765218722,0.9664417863722236,0.09888090938329697,0.0,0.0,5.960464477539063e-08,-0.2768252491950989,-1.4845120906829834,-1.908860445022583,False,False,False,True,0.0,0.0,186
gpt-observe,15,345,0.6601090221748979,1.0,0.09933612868189812,0.0,0.0,0.0,-0.2937214970588684,-1.5306936502456665,-1.9001026153564453,False,False,False,True,0.0,0.0,185
gpt-observe,16,346,0.6051923704831053,0.991505919989171,0.09943785518407822,0.0,0.0,5.960464477539063e-08,-0.3103373050689697,-1.5769566297531128,-1.8892130851745605,False,False,False,True,0.0,0.0,184
gpt-observe,17,347,0.5571431322507253,1.0,0.09967062622308731,0.0,0.0,5.960464477539063e-08,-0.32679495215415955,-1.6235543489456177,-1.8654512166976929,False,False,False,True,0.0,0.0,183
gpt-observe,18,348,0.5154564174995234,0.9745623580503705,0.09921688213944435,0.0,0.0,3.4240261593687705e-07,-0.3430323898792267,-1.6701490879058838,-1.8508867025375366,False,False,False,True,0.0,0.0,182
gpt-observe,19,349,0.48280749040633153,0.9423470711642071,0.09817781671881676,0.0,0.0,3.4240261593687705e-07,-0.35809507966041565,-1.715665578842163,-1.8347208499908447,False,False,False,True,0.0,0.0,181
gpt-observe,20,350,0.4599843605263741,0.9571081945751824,0.09788849204778671,0.0,0.0,5.960464477539063e-08,-0.3720560669898987,-1.7596932649612427,-1.8240400552749634,False,False,False,True,0.0,0.0,180
gpt-observe,21,351,0.43338312844216215,1.0,0.0987490862607956,0.0,0.0,5.960464477539063e-08,-0.38521602749824524,-1.8036692142486572,-1.8191475868225098,False,False,False,True,0.0,0.0,179
gpt-observe,22,352,0.40929633371958646,0.9874325098258895,0.09898050874471664,0.0,0.0,5.960464477539063e-08,-0.39769041538238525,-1.848403811454773,-1.8069348335266113,False,False,False,True,0.0,0.0,178
gpt-observe,23,353,0.3967972096930955,1.0,0.09940578788518906,0.0,0.0,0.0,-0.4098396599292755,-1.8936095237731934,-1.7857494354248047,False,False,False,True,0.0,0.0,177
gpt-observe,24,354,0.39677823542231505,1.0,0.0996692068874836,0.0,0.0,5.960464477539063e-08,-0.42145058512687683,-1.9391173124313354,-1.7626729011535645,False,False,False,True,0.0,0.0,176
gpt-observe,25,355,0.41152992012934864,0.9930177708746509,0.09959649294614792,0.0,0.0,1.1920928955078125e-07,-0.43286335468292236,-1.9848997592926025,-1.738647222518921,False,False,False,True,0.0,0.0,175
gpt-observe,26,356,0.45914220557898877,-0.9742228163339862,0.05366974137723446,0.0,0.0,0.0,-0.44318926334381104,-2.025170087814331,-1.7590246200561523,False,False,False,True,0.0,0.0,174
gpt-observe,27,357,0.5109485255540427,-0.7785628968234655,0.02927733026444912,0.0,0.0,5.960464477539063e-08,-0.44853827357292175,-2.055483818054199,-1.765030026435852,False,False,False,True,0.0,0.0,173
gpt-observe,28,358,0.5472751807036362,-0.9424969895388796,0.01018429035320878,0.0,0.0,5.960464477539063e-08,-0.44964346289634705,-2.0759706497192383,-1.7770917415618896,False,False,False,True,0.0,0.0,172
gpt-observe,29,359,0.558065967063677,-1.0,0.0,0.0,0.0,5.960464477539063e-08,-0.4484507739543915,-2.086806535720825,-1.8732471466064453,False,False,False,True,0.0,0.0,171
gpt-observe,30,360,0.5403503154694964,-0.8352442400908286,0.0,0.0,0.0,5.960464477539063e-08,-0.4429113566875458,-2.0886220932006836,-1.881652593612671,False,False,False,True,0.0,0.0,170
gpt-observe,31,361,0.5476290322533891,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.4397076964378357,-2.08821439743042,-1.8963412046432495,False,False,False,True,0.0,0.0,169
gpt-observe,32,362,0.5238914345486507,-1.0,0.0,0.0,0.0,5.960464477539063e-08,-0.4398917257785797,-2.092047929763794,-2.0165841579437256,False,False,False,True,0.0,0.0,168
gpt-observe,33,363,0.49707715226228255,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.4379311203956604,-2.0961196422576904,-2.0264759063720703,False,False,False,True,0.0,0.0,167
gpt-observe,34,364,0.4791662447632249,-0.9591854288677336,0.0,0.0,0.0,5.960464477539063e-08,-0.4338630735874176,-2.0917470455169678,-2.134782314300537,False,False,False,True,0.0,0.0,166
gpt-observe,35,365,0.47144755598998944,-0.9954171746641668,0.0,0.0,0.0,3.4240261593687705e-07,-0.4265036880970001,-2.085134744644165,-2.1537063121795654,False,False,False,True,0.0,0.0,165
gpt-observe,36,366,0.5053275953520872,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.4209804832935333,-2.0764083862304688,-2.1108744144439697,False,False,False,True,0.0,0.0,164
gpt-observe,37,367,0.5519333228597088,-1.0,0.0,0.0,0.0,5.960464477539063e-08,-0.41526898741722107,-2.064399480819702,-2.097656011581421,False,False,False,True,0.0,0.0,163
gpt-observe,38,368,0.5963020081027952,-0.9807275520963888,0.0,0.0,0.0,5.960464477539063e-08,-0.40822598338127136,-2.0519704818725586,-2.071697235107422,False,False,False,True,0.0,0.0,162
gpt-observe,39,369,0.646898378555137,-0.984715862003606,0.0,0.0,0.0,5.960464477539063e-08,-0.4035707116127014,-2.042858123779297,-2.0635600090026855,False,False,False,True,0.0,0.0,161
gpt-observe,40,370,0.6862233139044551,-1.0,0.0,0.0,0.0,0.0,-0.4010394811630249,-2.038881301879883,-2.0444202423095703,False,False,False,True,0.0,0.0,160
gpt-observe,41,371,0.7164488729431083,-0.9782586351071151,0.0,0.0,0.0,5.960464477539063e-08,-0.4000451862812042,-2.0380163192749023,-2.0387086868286133,False,False,False,True,0.0,0.0,159
gpt-observe,42,372,0.7469655881868813,-0.9840733045921483,0.0,0.0,0.0,5.960464477539063e-08,-0.3997010886669159,-2.038480758666992,-2.0305874347686768,False,False,False,True,0.0,0.0,158
gpt-observe,43,373,0.7714780845877963,-0.9679746878335898,0.0,0.0,0.0,3.5762786865234375e-07,-0.3993305265903473,-2.0385396480560303,-2.0206477642059326,False,False,False,True,0.0,0.0,157
gpt-observe,44,374,0.7889380818830044,-0.9943700792594696,0.0,0.0,0.0,5.960464477539063e-08,-0.39872312545776367,-2.038700819015503,-2.0037927627563477,False,False,False,True,0.0,0.0,156
gpt-observe,45,375,0.8043669086075297,-0.9881696377832323,0.0,0.0,0.0,1.1920928955078125e-07,-0.39883431792259216,-2.0396196842193604,-1.9990054368972778,False,False,False,True,0.0,0.0,155
gpt-observe,46,376,0.8140382825471494,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.3991071283817291,-2.041454792022705,-1.989679217338562,False,False,False,True,0.0,0.0,154
gpt-observe,47,377,0.8232075641656244,-0.94375787484018,0.0,0.0,0.0,5.960464477539063e-08,-0.40040647983551025,-2.0459859371185303,-1.9637575149536133,False,False,False,True,0.0,0.0,153
gpt-observe,48,378,0.8303081633962357,-0.9539131324731666,0.0,0.0,0.0,1.1920928955078125e-07,-0.4029887318611145,-2.052555561065674,-1.9542032480239868,False,False,False,True,0.0,0.0,152
gpt-observe,49,379,0.83247392523188,-0.9597019690123602,0.0,0.0,0.0,0.0,-0.40594786405563354,-2.0602355003356934,-1.9431891441345215,False,False,False,True,0.0,0.0,151
gpt-observe,50,380,0.8332025382901563,-0.9538734625701302,0.0,0.0,0.0,0.0,-0.4091956615447998,-2.0683422088623047,-1.9348446130752563,False,False,False,True,0.0,0.0,150
gpt-observe,51,381,0.8314281617094222,-0.9647083345299856,0.0,0.0,0.0,3.5762786865234375e-07,-0.4121529161930084,-2.075913667678833,-1.928716778755188,False,False,False,True,0.0,0.0,149
gpt-observe,52,382,0.8284006808745267,-0.8851422674832985,0.0,0.0,0.0,3.5762786865234375e-07,-0.4148257076740265,-2.082826852798462,-1.9254785776138306,False,False,False,True,0.0,0.0,148
gpt-observe,53,383,0.8266103292290028,-0.8153013840609308,0.0,0.0,0.0,0.0,-0.4175144135951996,-2.0898187160491943,-1.9230870008468628,False,False,False,True,0.0,0.0,147
gpt-observe,54,384,0.8247992272839697,-0.8826953233445088,0.0,0.0,0.0,3.4240261593687705e-07,-0.4202353060245514,-2.0970797538757324,-1.9210999011993408,False,False,False,True,0.0,0.0,146
gpt-observe,55,385,0.825286027091476,-0.9542954006855098,0.0,0.0,0.0,1.1920928955078125e-07,-0.42291590571403503,-2.1041243076324463,-1.91805899143219,False,False,False,True,0.0,0.0,145
gpt-observe,56,386,0.8251870284872432,-0.9604007056577586,0.0,0.0,0.0,3.5762786865234375e-07,-0.4252457916736603,-2.110511064529419,-1.9155137538909912,False,False,False,True,0.0,0.0,144
gpt-observe,57,387,0.825680802776693,-0.9836478626979076,0.0,0.0,0.0,5.960464477539063e-08,-0.4274160861968994,-2.1165552139282227,-1.912132740020752,False,False,False,True,0.0,0.0,143
gpt-observe,58,388,0.8253197520566143,-0.9977715359005106,0.0,0.0,0.0,3.5762786865234375e-07,-0.4295909106731415,-2.122462272644043,-1.9092528820037842,False,False,False,True,0.0,0.0,142
gpt-observe,59,389,0.8244379600203826,-0.9306781495799075,0.0,0.0,0.0,0.0,-0.43203631043434143,-2.1291093826293945,-1.9062926769256592,False,False,False,True,0.0,0.0,141
gpt-observe,60,390,0.8278159452712924,-0.8905768660410368,0.0,0.0,0.0,0.0,-0.4346502423286438,-2.136247158050537,-1.9043954610824585,False,False,False,True,0.0,0.0,140
gpt-observe,61,391,0.829319489088435,-0.9292627416922288,0.0,0.0,0.0,0.0,-0.4370131194591522,-2.1429529190063477,-1.9036673307418823,False,False,False,True,0.0,0.0,139
gpt-observe,62,392,0.8317333245175045,-0.9595039758136725,0.0,0.0,0.0,5.960464477539063e-08,-0.4392516314983368,-2.149357795715332,-1.9016292095184326,False,False,False,True,0.0,0.0,138
gpt-observe,63,393,0.8337410611468673,-0.9658814472015139,0.0,0.0,0.0,5.960464477539063e-08,-0.4414171874523163,-2.1556613445281982,-1.8979777097702026,False,False,False,True,0.0,0.0,137
gpt-observe,64,394,0.8357396992225837,-0.9387311992823771,0.0,0.0,0.0,0.0,-0.44345155358314514,-2.161431312561035,-1.8968393802642822,False,False,False,True,0.0,0.0,136
gpt-observe,65,395,0.8420231098171203,-0.9651803351128199,0.0,0.0,0.0,0.0,-0.44525066018104553,-2.1662681102752686,-1.8887979984283447,False,False,False,True,0.0,0.0,135
gpt-observe,66,396,0.8478580448170729,-0.9424405727606093,0.0,0.0,0.0,0.0,-0.44689038395881653,-2.170851707458496,-1.8856979608535767,False,False,False,True,0.0,0.0,134
gpt-observe,67,397,0.8557645860403175,-0.9707145241307259,0.0,0.0,0.0,5.960464477539063e-08,-0.4487617611885071,-2.1761484146118164,-1.87490975856781,False,False,False,True,0.0,0.0,133
gpt-observe,68,398,0.863785940249301,-0.9649009235951758,0.0,0.0,0.0,5.960464477539063e-08,-0.45111173391342163,-2.182894229888916,-1.8724218606948853,False,False,False,True,0.0,0.0,132
gpt-observe,69,399,0.8685049107043358,-0.9047679424471523,0.0,0.0,0.0,5.960464477539063e-08,-0.4535793662071228,-2.190814733505249,-1.86944580078125,False,False,False,True,0.0,0.0,131
gpt-observe,70,400,0.8792529950329631,-0.9158674981762192,0.0,0.0,0.0,3.5762786865234375e-07,-0.4563896954059601,-2.1997125148773193,-1.8456625938415527,False,False,False,True,0.0,0.0,130
gpt-observe,71,401,0.8900333740284014,-0.9107444390066977,0.0,0.0,0.0,3.5762786865234375e-07,-0.45915189385414124,-2.207646608352661,-1.8445059061050415,False,False,False,True,0.0,0.0,129
gpt-observe,72,402,0.8945954674221182,-0.9768220857741057,0.0,0.0,0.0,5.960464477539063e-08,-0.4612199366092682,-2.2150015830993652,-1.8457038402557373,False,False,False,True,0.0,0.0,128
gpt-observe,73,403,0.8970163725842856,-0.9242375507864857,0.0,0.0,0.0,5.960464477539063e-08,-0.4633098542690277,-2.2227931022644043,-1.8467339277267456,False,False,False,True,0.0,0.0,127
gpt-observe,74,404,0.9095144444797146,-1.0,0.0,0.0,0.0,3.5762786865234375e-07,-0.46552610397338867,-2.2311911582946777,-1.809008002281189,False,False,False,True,0.0,0.0,126
gpt-observe,75,405,0.9302152208468046,-0.9049168827417859,0.0,0.0,0.0,5.960464477539063e-08,-0.46861597895622253,-2.240717649459839,-1.771620750427246,False,False,False,True,0.0,0.0,125
gpt-observe,76,406,0.9448466881896649,-0.7846899964879513,0.0,0.0,0.0,3.816559456248789e-07,-0.47157320380210876,-2.2506818771362305,-1.768839955329895,False,False,False,True,0.0,0.0,124
gpt-observe,77,407,0.9594318054283322,-0.9081489108897688,0.0,0.0,0.0,3.4240261593687705e-07,-0.47396719455718994,-2.261577606201172,-1.7461707592010498,False,False,False,True,0.0,0.0,123
gpt-observe,78,408,0.972112555410727,-0.9495510465633881,0.0,0.0,0.0,0.0,-0.47654715180397034,-2.2729151248931885,-1.7337350845336914,False,False,False,True,0.0,0.0,122
gpt-observe,79,409,0.9847777801824892,-0.8524293252267086,0.0,0.0,0.0,3.5762786865234375e-07,-0.478854775428772,-2.2842061519622803,-1.7351057529449463,False,False,False,True,0.0,0.0,121
gpt-observe,80,410,1.0001708699896772,-0.929421837006951,0.0,0.0,0.0,5.960464477539063e-08,-0.48077940940856934,-2.294959545135498,-1.7127392292022705,False,False,False,True,0.0,0.0,120
gpt-observe,81,411,1.0119490181144963,-0.8636483063674613,0.0,0.0,0.0,3.5762786865234375e-07,-0.4824625253677368,-2.303591012954712,-1.7081925868988037,False,False,False,True,0.0,0.0,119
gpt-observe,82,412,1.0249408305029628,-1.0,0.0,0.0,0.0,0.0,-0.48393505811691284,-2.3127970695495605,-1.6742554903030396,False,False,False,True,0.0,0.0,118
gpt-observe,83,413,1.043497514790144,-0.8345301224500912,0.0,0.0,0.0,3.5762786865234375e-07,-0.48577702045440674,-2.3236258029937744,-1.6284345388412476,False,False,False,True,0.0,0.0,117
gpt-observe,84,414,1.052888000238924,-0.8888373883017571,0.0,0.0,0.0,5.960464477539063e-08,-0.48739364743232727,-2.3331079483032227,-1.6313306093215942,False,False,False,True,0.0,0.0,116
gpt-observe,85,415,1.05536973941754,-0.9730293936222806,0.0,0.0,0.0,3.5762786865234375e-07,-0.48799586296081543,-2.341435432434082,-1.6221938133239746,False,False,False,True,0.0,0.0,115
gpt-observe,86,416,1.0797743244421079,-0.975897860173873,4.556526619126089e-06,0.0,0.0,3.4240261593687705e-07,-0.48873400688171387,-2.3513221740722656,-1.5213032960891724,False,False,False,True,0.0,0.0,114
gpt-observe,87,417,1.1049100221634973,-0.8999973990626967,1.316210386903549e-06,0.0,0.0,0.0,-0.4904777407646179,-2.3613173961639404,-1.4783639907836914,False,False,False,True,0.0,0.0,113
gpt-observe,88,418,1.1125411785116444,-0.9170901388404604,0.0,0.0,0.0,5.960464477539063e-08,-0.49096179008483887,-2.3683042526245117,-1.4732904434204102,False,False,False,True,0.0,0.0,112
gpt-observe,89,419,1.1149709174628997,-0.8698147790045716,0.0,0.0,0.0,3.4240261593687705e-07,-0.4906952977180481,-2.37349796295166,-1.468498945236206,False,False,False,True,0.0,0.0,111
gpt-observe,90,420,1.1165687087961855,-0.6929791192760544,1.4368322354130214e-06,0.0,0.0,5.960464477539063e-08,-0.4904076159000397,-2.378366470336914,-1.4500863552093506,False,False,False,True,0.0,0.0,110
gpt-observe,91,421,1.137063504418422,-0.9644111665737071,0.0,0.0,0.0,5.960464477539063e-08,-0.4897342026233673,-2.3868885040283203,-1.3701221942901611,False,False,False,True,0.0,0.0,109
gpt-observe,92,422,1.1726419957132073,-0.8329093574895086,1.3656291230290662e-05,0.0,0.0,5.960464477539063e-08,-0.48857274651527405,-2.400233507156372,-1.2511171102523804,False,False,False,True,0.0,0.0,108
gpt-observe,93,423,1.1909684561206455,-0.9893354459666266,0.0,0.0,0.0,3.4240261593687705e-07,-0.4865261912345886,-2.4147114753723145,-1.2159717082977295,False,False,False,True,0.0,0.0,107
gpt-observe,94,424,1.1968220728121157,-0.9838122433739627,0.0,0.0,0.0,5.960464477539063e-08,-0.48253172636032104,-2.4287450313568115,-1.1786283254623413,False,False,False,True,0.0,0.0,106
gpt-observe,95,425,1.2055028946170878,-0.9133806465900636,0.0,0.0,0.0,0.0,-0.4794119596481323,-2.440215587615967,-1.1400724649429321,False,False,False,True,0.0,0.0,105
gpt-observe,96,426,1.2038356638247538,-0.783271738068318,0.0,0.0,0.0,3.4240261593687705e-07,-0.4782974421977997,-2.4462080001831055,-1.1373283863067627,False,False,False,True,0.0,0.0,104
gpt-observe,97,427,1.199152038038092,-0.9013920812076213,0.0,0.0,0.0,5.960464477539063e-08,-0.47700735926628113,-2.4500648975372314,-1.1294156312942505,False,False,False,True,0.0,0.0,103
gpt-observe,98,428,1.1977168632478161,-0.865144004238531,0.0,0.0,0.0,3.5762786865234375e-07,-0.47537580132484436,-2.45448899269104,-1.1297637224197388,False,False,False,True,0.0,0.0,102
gpt-observe,99,429,1.2021174200983529,-0.8145579890815752,0.0,0.0,0.0,5.960464477539063e-08,-0.4734528362751007,-2.459049940109253,-1.1327519416809082,False,False,False,True,0.0,0.0,101
gpt-observe,100,430,1.2122106821135235,-0.922837998982805,0.0,0.0,0.0,0.0,-0.4707987904548645,-2.464897394180298,-1.115585207939148,False,False,False,True,0.0,0.0,100
gpt-observe,101,431,1.2156267973725228,-0.6208117266899835,0.0010807999351527542,0.0,0.0,5.960464477539063e-08,-0.46874088048934937,-2.470094919204712,-1.1128767728805542,False,False,False,True,0.0,0.0,99
gpt-observe,102,432,1.216408642363664,-0.8251531788129054,0.0,0.0,0.0,5.960464477539063e-08,-0.4673813581466675,-2.47291898727417,-1.1121026277542114,False,False,False,True,0.0,0.0,98
gpt-observe,103,433,1.2180601294340563,-0.2993712532726983,0.0085869156755507,0.0,0.0,5.960464477539063e-08,-0.4664399325847626,-2.475083589553833,-1.1001594066619873,False,False,False,True,0.0,0.0,97
gpt-observe,104,434,1.2196235627716425,-0.6841497153185025,0.0049117375165224075,0.0,0.0,5.960464477539063e-08,-0.46586090326309204,-2.4771411418914795,-1.1060744524002075,False,False,False,True,0.0,0.0,96
gpt-observe,105,435,1.2211548441643387,-0.7171543620117913,0.001780612044967711,0.0,0.0,0.0,-0.4654501974582672,-2.4781858921051025,-1.0909953117370605,False,False,False,True,0.0,0.0,95
gpt-observe,106,436,1.223619915539949,-0.2930194960585317,0.009818092454224825,0.0,0.0,3.5762786865234375e-07,-0.4648270905017853,-2.4797472953796387,-1.0798258781433105,False,False,False,True,0.0,0.0,94
gpt-observe,107,437,1.222525976906779,-0.531658845590945,0.009219552855938673,0.0,0.0,0.0,-0.46400171518325806,-2.481501817703247,-1.084757685661316,False,False,False,True,0.0,0.0,93
gpt-observe,108,438,1.220357776498682,-0.6284961669790599,0.0065130500588566065,0.0,0.0,3.816559456248789e-07,-0.4637332856655121,-2.4820284843444824,-1.09181547164917,False,False,False,True,0.0,0.0,92
gpt-observe,109,439,1.2199399233257668,-0.9006338397076683,0.0,0.0,0.0,3.4240261593687705e-07,-0.4623740613460541,-2.484733819961548,-1.1168248653411865,False,False,False,True,0.0,0.0,91
gpt-observe,110,440,1.2117653280688592,-0.8057094628054939,8.701470505911857e-06,0.0,0.0,0.0,-0.45925483107566833,-2.4901325702667236,-1.2242358922958374,False,False,False,True,0.0,0.0,90
gpt-observe,111,441,1.205314703944139,-0.48592805837193276,0.004220484755933285,0.0,0.0,5.960464477539063e-08,-0.45490384101867676,-2.4963085651397705,-1.246433973312378,False,False,False,True,0.0,0.0,89
gpt-observe,112,442,1.2052865392319136,-0.7586375596878726,0.0006048498908057809,0.0,0.0,5.960464477539063e-08,-0.4523274600505829,-2.50229811668396,-1.2461540699005127,False,False,False,True,0.0,0.0,88
