scope,channel,name,component,unit,lower,upper,stationary_head_masked,physical_n_targets,physical_samples_per_target,physical_expert_mean,physical_expert_std,physical_expert_min,physical_expert_max,physical_prediction_mean,physical_prediction_std,physical_bias,physical_mae,physical_rmse,physical_pearson,physical_normalized_rmse_by_expert_std,physical_expected_sample_rmse,physical_mean_stochastic_std,physical_zero_controller_rmse,physical_rmse_over_zero_controller,controller_applied_bias,controller_raw_bias,controller_applied_mae,controller_raw_mae,controller_applied_rmse,controller_raw_rmse,controller_applied_pearson,controller_raw_pearson,controller_applied_normalized_rmse_by_expert_std,controller_raw_normalized_rmse_by_expert_std,controller_applied_expected_sample_rmse,controller_raw_expected_sample_rmse,controller_applied_mean_stochastic_std,controller_raw_mean_stochastic_std,raw_out_of_bounds_fraction,wrapper_changed_fraction
first_action,10,torso_lift,torso,m_delta,-0.1,0.1,False,128,4,0.001109176483441842,0.06660237904563927,-0.0999661386013031,0.09960754513740541,0.003919751999228538,0.05012159841019521,0.002810575515786695,0.039887914759174234,0.05569735633822299,0.5772175011790663,0.836266769090281,0.06500192509096608,0.031895692960429614,0.06661161435523409,0.8361508256081847,0.028105755157866952,0.030426108798110363,0.39887914759174237,0.3989041584923143,0.5569735633822298,0.5590360134981232,0.5772175011790668,0.5792503006842626,0.8362667690902811,0.8393634304189703,0.6500192509096607,0.6569979825756872,0.3189569296042961,0.3305130851104948,0.1171875,0.1171875
first_action,11,base_forward,base,m_per_s,-1.0,1.0,False,128,4,0.25253740171501704,0.6381284858897363,-0.9615299701690674,0.9967392683029175,0.25903455838721356,0.5128000101099556,0.006497156672196525,0.24425267927330196,0.38554516248990955,0.7969399187311185,0.6041810873751353,0.4332803306866179,0.18131148269969014,0.6862820876060363,0.5617881763966914,0.006497156672196525,0.01398853618280782,0.24425267927330196,0.2458274330569452,0.38554516248990955,0.3881054686123844,0.7969399187311185,0.7947153622156394,0.6041810873751353,0.608193298362559,0.4332803306866179,0.4382601637446248,0.18131148269969014,0.1925510508020266,0.1328125,0.1328125
first_action,12,base_yaw,base,rad_per_s,-3.14,3.14,False,128,4,-0.0888517873842011,0.9055477964497917,-3.1372852647304534,2.802293295860291,0.05611377574033315,0.42969463407847386,0.1449655631245342,0.5335559984078682,0.897580087861744,0.2827219033211297,0.9912012280088527,0.9786281233374667,0.3349562714953871,0.9098963961773014,0.9864640541853982,0.046167376791252934,0.046167376791252934,0.1699222924865822,0.1699222924865822,0.2858535311661605,0.2858535311661605,0.28272190332112984,0.28272190332112984,0.9912012280088527,0.9912012280088527,0.31166500743231423,0.31166500743231423,0.10667397181381755,0.10667397181381755,0.0,0.0
valid_chunk,0,shoulder_pan,arm,rad_delta,-0.1,0.1,False,718,4,-0.030090541722037973,0.05907872493098458,-0.09978527426719666,0.09827890396118164,-0.03228453242350552,0.038354060081360435,-0.002193990701467551,0.03586828613049322,0.04800102649937206,0.5874121058905593,0.812492594507525,0.05633106567225831,0.028972239418031447,0.0663003502298189,0.7239935586008922,-0.021939907014675516,-0.023281998236338797,0.35868286130493215,0.3579892714175813,0.4800102649937206,0.48050626002328145,0.5874121058905591,0.5873410203076789,0.8124925945075251,0.8133321438209882,0.5633106567225831,0.5678525950500567,0.2897223941803144,0.29587159176797156,0.041434540389972144,0.041434540389972144
valid_chunk,1,shoulder_lift,arm,rad_delta,-0.1,0.1,False,718,4,-0.03015276669916336,0.08140370432600494,-0.09970810413360597,0.09972387552261353,-0.02486174928830158,0.07620706845709702,0.005291017410861787,0.024350375342054732,0.042292926048486466,0.86026588401127,0.5195454727602085,0.04877696987070982,0.019052764700691473,0.08680871164583547,0.4871967944995462,0.05291017410861786,0.048554867529739955,0.24350375342054725,0.2473786231108473,0.4229292604848646,0.4265117098336943,0.8602658840112704,0.8588782804309099,0.5195454727602085,0.523946315914081,0.48776969870709813,0.4950359271908082,0.19052764700691469,0.20516498975086156,0.20020891364902507,0.20020891364902507
valid_chunk,2,upperarm_roll,arm,rad_delta,-0.1,0.1,False,718,4,0.02987679525844048,0.0731851685032522,-0.0998531460762024,0.09960930943489074,0.0376079256903902,0.05222711751533739,0.007731130431949727,0.034680518819264074,0.049568566053150145,0.743863920617335,0.6773034354761023,0.05778897019027491,0.026937468123996704,0.07904866718524854,0.6270639065550273,0.07731130431949729,0.08612632675917502,0.34680518819264067,0.3490525519444312,0.49568566053150137,0.49703432411527143,0.743863920617335,0.7433776637148674,0.6773034354761022,0.679146245448877,0.577889701902749,0.5868697630633354,0.26937468123996705,0.29008399575488025,0.1633008356545961,0.1633008356545961
valid_chunk,3,elbow_flex,arm,rad_delta,-0.1,0.1,False,718,4,-0.013623549371846226,0.08512958258513215,-0.09993631839752198,0.09944589734077455,-0.010240632073518528,0.08035542995191648,0.0033829172983277003,0.012522162005392563,0.0219262314971809,0.967362410861134,0.2575630096066078,0.026184711711024822,0.011230246187648521,0.08621280025962483,0.25432686829741447,0.033829172983277,0.030351057003601536,0.12522162005392562,0.1280639432755032,0.21926231497180898,0.22172581162816407,0.9673624108611335,0.9661854707905851,0.2575630096066078,0.2604568293359498,0.2618471171102482,0.2730353265124064,0.11230246187648517,0.1374928376533663,0.30153203342618384,0.30153203342618384
valid_chunk,4,forearm_roll,arm,rad_delta,-0.1,0.1,False,718,4,0.0026448722411379004,0.08022393056749004,-0.09942292571067811,0.0998683214187622,0.0016937884004434342,0.07096170358825934,-0.0009510838406944698,0.02802929452777042,0.04214764688059239,0.8515912398791775,0.5253749920060924,0.04783620854095447,0.020833825782939113,0.08026751761995264,0.5250897016667606,-0.009510838406944696,0.0005185589790855379,0.2802929452777042,0.2795574470808048,0.4214764688059239,0.4220457817401157,0.8515912398791774,0.8529310245254671,0.5253749920060924,0.5260846467564451,0.47836208540954467,0.48584454343810296,0.20833825782939114,0.2325121963487887,0.19080779944289694,0.19080779944289694
valid_chunk,5,wrist_flex,arm,rad_delta,-0.1,0.1,False,718,4,0.00021053227721804337,0.09366955288417561,-0.09993773698806763,0.09997844099998474,0.0013189411501291237,0.08813242530235978,0.0011084088729110798,0.013034233804124155,0.023976522783342096,0.9671130269814784,0.25596922420447094,0.0280876634573891,0.011261505154412078,0.09366978948071317,0.2559685776626937,0.011084088729110788,0.01590926200183871,0.13034233804124157,0.13309306716111885,0.239765227833421,0.242040402385197,0.9671130269814777,0.9662277519777466,0.255969224204471,0.2583981613368915,0.280876634573891,0.2914034794410674,0.11261505154412077,0.14224533313108323,0.3816155988857939,0.3816155988857939
valid_chunk,6,wrist_roll,arm,rad_delta,-0.1,0.1,False,718,4,-0.010558906170178965,0.05572515512621536,-0.09925735592842103,0.09696670174598696,-0.006870134481086857,0.04447867307053251,0.0036887716890921076,0.034535645940947456,0.04399441382968591,0.6378133124545217,0.7894893020941841,0.05474639802474902,0.031586909674880675,0.05671669430909571,0.7756872004902882,0.036887716890921074,0.03642298038877043,0.3453564594094745,0.34548231777148114,0.43994413829685913,0.4401627179289781,0.6378133124545214,0.6376241071186183,0.7894893020941841,0.7898815479867687,0.5474639802474902,0.5478703402929734,0.31586909674880675,0.31647888933061186,0.010445682451253482,0.010445682451253482
valid_chunk,7,gripper,gripper,m_joint_target,-0.01,0.05,False,718,4,0.02055144389889195,0.027495082982705494,-0.009948431849479675,0.04998604536056519,0.021152794980097443,0.02585627943647119,0.0006013510812054977,0.0037915362516598235,0.007022134009163208,0.9674625624907816,0.2553959925700226,0.00844100824823529,0.003524232569016099,0.02750061233135521,0.2553446419502748,0.02004503604018325,0.022580443837390992,0.12638454172199412,0.12857701651990178,0.23407113363877358,0.2350627797894969,0.9674625624907818,0.9669638857616353,0.2553959925700226,0.25647798183117204,0.281366941607843,0.2844797480693306,0.11747441896720331,0.12922746269897153,0.24651810584958217,0.24651810584958217
valid_chunk,8,head_pan,head,rad_delta,-0.1,0.1,True,718,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,-3.754792825379509e-09,0.0,1.25345371324149e-08,0.0,1.5695499230987307e-08,,,,,0.0,2.8788605727460946e-08,0.0,2.5926241250586456e-08,0.0,1.0
valid_chunk,9,head_tilt,head,rad_delta,-0.1,0.1,True,718,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,-5.502956904284182e-09,0.0,1.2510904511023604e-08,0.0,1.5461637353004372e-08,,,,,0.0,2.688497129594565e-08,0.0,2.292945163142298e-08,0.0,1.0
valid_chunk,10,torso_lift,torso,m_delta,-0.1,0.1,False,718,4,0.0041456505232737055,0.06678432201234996,-0.0999661386013031,0.09962471723556518,0.007994384159831468,0.05161085061207712,0.003848733636557763,0.03753311752094657,0.05476979024457891,0.6003994427082198,0.8200995172856694,0.06505367122571844,0.03104541076215192,0.06691286935194433,0.8185240115246594,0.03848733636557762,0.040829896945759496,0.3753311752094656,0.37599014058589186,0.5476979024457891,0.5516904131585574,0.600399442708219,0.6004142177938258,0.8200995172856692,0.8260777328195935,0.6505367122571843,0.6608387583129258,0.3104541076215192,0.324873349038103,0.14240947075208912,0.14240947075208912
valid_chunk,11,base_forward,base,m_per_s,-1.0,1.0,False,718,4,0.36110002908333266,0.5800485886890152,-0.9715179800987244,0.9967392683029175,0.3901558312847206,0.4626536003967305,0.02905580220138792,0.20223814620995176,0.3535409897310759,0.7943718071472538,0.6095023703619799,0.4034430647582912,0.16496985988139415,0.6832639286864938,0.5174296123179266,0.02905580220138792,0.03971369491170706,0.20223814620995176,0.2023868541536582,0.3535409897310759,0.3570121284140579,0.7943718071472538,0.7916832608245096,0.6095023703619799,0.6154865909094813,0.4034430647582912,0.41076844579585536,0.16496985988139415,0.17846987716753301,0.15981894150417827,0.15981894150417827
valid_chunk,12,base_yaw,base,rad_per_s,-3.14,3.14,False,718,4,0.1469801214271894,0.74435707103748,-3.1372852647304534,2.8126682448387146,0.13075343073525106,0.3876472349468275,-0.016226690691938307,0.41287155630689537,0.6877228493201583,0.4013863339346458,0.9239152499238231,0.7920426942800503,0.3376251934925063,0.7587295995927978,0.9064136283720206,-0.005167735889152326,-0.005167735889152326,0.13148775678563548,0.13148775678563548,0.21902001570705676,0.21902001570705676,0.40138633393464584,0.40138633393464584,0.9239152499238231,0.9239152499238231,0.25224289626753194,0.25224289626753194,0.10752394697213577,0.10752394697213577,0.0,0.0
